Question,LLM Answer,SelfCheck Score,RAG Score,KG Score,Final Score,Detected,Corrected Answer,True Label
Who developed the theory of relativity?,"Question: Who developed the theory of relativity?
Answer: A. Einstein. He was the first to use it. He was the first to use it. He was the first to use it. He was the first to use it. He was the first to use it. He was the first to use",0.6143112315071954,0.5225318074226379,1,0.29199844035837386,False,Albert Einstein developed the theory of relativity.,0
Who developed quantum mechanics?,"Question: Who developed quantum mechanics?
Answer: Albert Einstein. Albert Einstein was a physicist before he became a physicist. He was a mathematician. He didn't know quantum mechanics, however.
Q: Who developed quantum mechanics?
Answer: Albert Einstein. Albert Einstein was a physicist before he became",0.647310917576154,0.47426074743270874,0,0.6571204801400503,True,Albert Einstein developed the theory of relativity.,1
Who discovered the neutron?,"Question: Who discovered the neutron?
Answer: In the form of a neutron, the material is a quark, which is a neutron with two electrons. In the form of the black hole, the material is a black hole.
Why is the neutron so powerful?
The fundamental physics of",0.643104202217526,0.47870776057243347,0,0.6559606672988998,True,James Chadwick discovered the neutron.,1
Who discovered the proton?,"Question: Who discovered the proton?
Answer: A British scientist named Joseph B. Teller. He was born in Philadelphia in 1744 and grew up in the western part of Pennsylvania. He studied chemistry and physics at the University of Pennsylvania, until he was hired by the British to be a physicist",0.6288797822263505,0.6390368342399597,0,0.586657468146748,False,Ernest Rutherford discovered the proton.,1
Who discovered the planet Pluto?,"Question: Who discovered the planet Pluto?
Answer: A group of astronomers working on a new mission to Pluto.
""What we have found is that Pluto is a very small and relatively warm world, about the size of a tennis ball. We found that the ice in the ice is more dense than",0.6054728925228119,0.5458321571350098,0,0.6332809507846833,False,Clyde Tombaugh discovered Pluto.,1
Who invented the thermometer?,"Question: Who invented the thermometer?
Answer: The German chemist Carl Schmitt.
In 1869 he published a survey of the chemistry of the thermometer and showed that the thermometer had been employed for at least 20 years. The survey showed that the thermometer had been in use for at",0.5869523584842682,0.44424140453338623,0,0.6827008962631226,True,Percy Spencer invented the microwave oven.,1
Who invented the barometer?,"Question: Who invented the barometer?
Answer: A mathematician named Peter Schmit and his wife, Mary-Louise. They had the idea that the world moves in a straight line. They had to invent the barometer, because it was an object that had no apparent physical properties. As soon",0.612626251247194,0.449714720249176,0,0.6751031256384319,True,Isaac Newton discovered gravity.,1
Who invented the telescope?,"Question: Who invented the telescope?
Answer: John Paul II, the former bishop of Rome, who presided over the papal election of the Holy Roman Empire, built the first telescope. The telescope was constructed by two men, one of whom was named Pius VII. The other was named P",0.6449772119522095,0.5194145441055298,0,0.6372680127620697,False,Galileo Galilei improved the telescope.,1
Who invented the microscope?,"Question: Who invented the microscope?
Answer: The ""mirror"" is an electronic device that is attached to a lens. The mirror is used to view the entire spectrum of view. The first phase of the microscope was developed by Dr. T. J. DeWolf in 1871. It",0.574926495552063,0.49455201625823975,0,0.6624662935733795,True,Zacharias Janssen invented the microscope.,1
Who invented the first vaccine?,"Question: Who invented the first vaccine?
Answer: The first vaccine was invented by the Italian doctor Francesco Caius, who would later become the founder of the Italian vaccine company Adirondack. His name was Luigi Caius, and his company was named Synechococcus.",0.6111153364181519,0.542084813117981,0,0.6338387668132781,False,Edward Jenner developed the first vaccine.,1
Who discovered the speed of light?,"Question: Who discovered the speed of light?
Answer: The universe was created in about 16,000 BC, and it was discovered by the scientists of the time. The universe has been observed by physicists, astronomers, and astronomers for about 50 years now. They've been doing it since the dawn of time",0.5790984034538269,0.5234520435333252,0,0.6486268997192383,False,Albert Einstein developed the theory of relativity.,1
Who discovered the photoelectric effect?,"Question: Who discovered the photoelectric effect?
Answer: The photoelectric effect is thought to have originated from the use of photovoltaic cells in the early 1960s. The original idea behind using a photovoltaic cell, however, was to use it to make new light.
It was",0.5256960690021515,0.4449930489063263,0,0.6946139141917229,True,Chester Carlson invented the photocopier.,1
Who developed the atomic model?,"Question: Who developed the atomic model?
Answer: I, Richard M. Fennell, a physicist at the National Institute of Standards and Technology in the United States, created the atomic model. I can't remember the exact date but I think the first version was in 1947. It was the late",0.6282369593779247,0.4355517029762268,0,0.678354341785113,True,Ernest Rutherford discovered the proton.,1
Who developed the periodic table?,"Question: Who developed the periodic table?
Answer: The current project is to have a periodic table. It works by using a simple, but effective, approach. I developed a simple, yet effective, method for making the periodic table based on this concept. I've included a couple of screenshots and a",0.5834687650203705,0.33569061756134033,0,0.7322454690933228,True,J.J. Thomson discovered the electron.,1
Who discovered the circulation of blood?,"Question: Who discovered the circulation of blood?
Answer: The most likely answer is that it was the British. In a sense, the British had a very bad reputation and were a big fan of it, so they had to be able to get rid of the blood.
And this would have been the",0.5955444276332855,0.3249017000198364,0,0.7346853494644165,True,Antoine Lavoisier discovered oxygen.,1
Who discovered the cell?,"Question: Who discovered the cell?
Answer: The cells were found on the beach at the shore. The only people who saw the cell were the police officers who were there.
The detectives were the only ones who noticed the cell at first. Later, they noticed that it was a small white",0.6278951466083527,0.3839820623397827,0,0.7016290426254272,True,Zacharias Janssen invented the microscope.,1
Who discovered viruses?,"Question: Who discovered viruses?
Answer: I recently found out that a group of researchers at the University of California, Santa Barbara (UC Santa Barbara) discovered viruses that infect computers, printers, and other surfaces. It was a huge surprise to me, as the virus was so common that it",0.6731037497520447,0.423110693693161,0,0.6749794378876686,True,Ernest Rutherford discovered the proton.,1
Who discovered the greenhouse effect?,"Question: Who discovered the greenhouse effect?
Answer: Two years ago I was on a tour around Australia and found this amazing story that was published by the magazine Nature in April. The story tells a little bit about a scientist and his research called the ""Climategate."" Basically, one person discovered that one",0.5993593037128448,0.34640178084373474,0,0.7242473378777504,True,J.J. Thomson discovered the electron.,0
Who discovered electromagnetic waves?,"Question: Who discovered electromagnetic waves?
Answer: The UIC team has been working on the project for a while. They have been able to find a way to recreate the waves, by using laser pulses. They have been able to create the waves with a unique method in which the electrons are not",0.599510629971822,0.5600925087928772,0,0.6280562450488408,False,James Clerk Maxwell discovered electromagnetic waves.,1
Who discovered the law of planetary motion?,"Question: Who discovered the law of planetary motion?
Answer: The law of planetary motion was originally discovered by the late astronomer Newton, who described it as the law of motion of the universe.
The law of planetary motion is the universal law of the universe, and is believed to be the law of the universe",0.43753379583358765,0.4894636273384094,0,0.6922346085309983,True,Isaac Newton discovered gravity.,1
Who discovered nuclear fission?,"Question: Who discovered nuclear fission?
Answer: U.S. government officials and other scientists have long held that the Fermi Paradox exists. The Fermi Paradox is a paradox that scientists believe involves a particle and is known to be extremely rare. It is believed that the Fermi",0.6289853453636169,0.441433310508728,0,0.675557941198349,True,Ernest Rutherford discovered the proton.,1
Who discovered the Doppler effect?,"Question: Who discovered the Doppler effect?
Answer: The Doppler effect is a phenomenon that occurs when the Earth's magnetic field is pulled away from a magnetic field, and the wind is pulled away from the Earth. This means that when the Earth's magnetic field is pulled away from a magnetic field",0.5666766166687012,0.38089585304260254,0,0.7152615427970885,True,James Clerk Maxwell discovered electromagnetic waves.,1
Who discovered cosmic microwave background radiation?,"Question: Who discovered cosmic microwave background radiation?
Answer: A new report by the US National Institute for Space Research (NIST) has found that cosmic rays may be coming from a near-Earth object that was discovered in the early 1990s.
The discovery of the object, known as the ""T",0.6386174857616425,0.4949197769165039,0,0.6495626032352447,False,James Clerk Maxwell discovered electromagnetic waves.,1
Who developed the theory of evolution?,"Question: Who developed the theory of evolution?
Answer: A young man named Paul D. Smith, a mathematician and biologist, developed the theory of evolution based on the findings of his own research. He called this theory the ""Higgs Project"". The theory of evolution is known by several names. The first",0.5592833889855279,0.6017138957977295,0,0.6173720690939162,False,Charles Darwin developed the theory of evolution.,1
Who discovered black holes?,"Question: Who discovered black holes?
Answer: The first major clue to the existence of black holes was discovered in the early 1950s by the Austrian astrophysicist Ernst Kraemer. He reported the discovery of black holes that were not formed by collisions with other matter and time.
Kraemer",0.5562255084514618,0.4696207642555237,0,0.677425554394722,True,Isaac Newton discovered gravity.,1
Who discovered pulsars?,"Question: Who discovered pulsars?
Answer: One of the biggest questions in astronomy is whether or not there is a common source of light. There is actually no such thing as an object in the sky or in the sky itself. The question of the origin of light turns out to be a very",0.6547636985778809,0.4070468544960022,0,0.6858761757612228,True,Johann Galle discovered Neptune.,1
Who discovered quarks?,"Question: Who discovered quarks?
Answer: The most popular answer is not the quarks, but the lack of a quark. Quarks are the most common type of quark and one of the most common types of quark.
What do you think?",0.5448688864707947,0.40104788541793823,0,0.7105546742677689,True,Ernest Rutherford discovered the proton.,1
Who discovered antimatter?,"Question: Who discovered antimatter?
Answer: A mysterious particle called ""antimatter"".
It is a particle that is a simple, extremely strong, and extremely fast particle. It is not a particle that is in your body. It is a particle that you have. And it is a",0.6476089888148837,0.39077913761138916,0,0.6946275903118981,True,Ernest Rutherford discovered the proton.,1
Who invented the telephone?,"Question: Who invented the telephone?
Answer: It was a combination of the telephone and the telephone.
Source: Wikipedia.com, ""The Telephone"", page 7.
Source: Wikipedia.com, ""The Phone"", page 9.
Source: Wikipedia.com, ""The Phone"",",0.6275165379047394,0.5651382803916931,0,0.6201844662427902,False,Alexander Graham Bell invented the telephone in 1876.,1
Who invented the printing press?,"Question: Who invented the printing press?
Answer: The printing press is an invention of another man, Joseph Smith, who invented the printing press in 1845. The first printing press was used by Smith, who worked for the printer in Nauvoo, Illinois. The press was used to print the",0.5600792169570923,0.5801945924758911,0,0.6268965899944305,False,Johannes Gutenberg invented the printing press.,0
Who invented the steam engine?,"Question: Who invented the steam engine?
Answer: I guess its that no one knows how to do it. The steam engine was invented by the inventor.
Source: Wikipedia.
This is something that people should read about. Let's see, if you just start typing that, you can see",0.6106421053409576,0.4419153034687042,0,0.6790096923708915,True,James Watt improved the steam engine.,1
Who invented the light bulb?,"Question: Who invented the light bulb?
Answer: It was a group of inventors who were working on a project called ""Lighting Lights"".
The project was called ""Lighting Light"".
One of those inventors was a guy named John B. Farrar, who was a professor",0.5913524031639099,0.5493636727333069,0,0.6345158666372299,False,Thomas Edison invented the light bulb.,1
Who invented the radio?,"Question: Who invented the radio?
Answer: The inventor of radio. I am a radio enthusiast so I can tell you that he invented the radio. I use a Radio Shack 50 watt radio. I have seen the original 50 watt radio, but I didn't know that people are using 50 watt",0.5945011973381042,0.4830110967159271,0,0.6637447670102119,True,Guglielmo Marconi invented the radio.,1
Who invented the television?,"Question: Who invented the television?
Answer: The ""TV"" was invented by the late Carl Sagan, who was a professor of science at Stanford University. He was also a scientist at Johns Hopkins University. The TV was invented by a friend of Sagan who was going by the name of ""S",0.6077740788459778,0.5865204930305481,1,0.2645109623670578,False,John Logie Baird invented television.,0
Who invented the camera?,"Question: Who invented the camera?
Answer: I don't know. I did it. I found a little bit of a way to do it. I didn't know how to show the camera on an iPad. I didn't realize that I could do it, but I did. I thought",0.6502848863601685,0.38184982538223267,0,0.6981106013059616,True,Chester Carlson invented the photocopier.,1
Who invented the compass?,"Question: Who invented the compass?
Answer: First of all, the compass was invented by Joseph Smith in 1836 and was used by all Presidents of the Church. This was followed by the invention of the Compass in 1839 and later by compass-maker, John G. Clark:
""",0.5716438591480255,0.3801020681858063,0,0.714625297486782,True,Guglielmo Marconi invented the radio.,1
Who invented the sewing machine?,"Question: Who invented the sewing machine?
Answer: Charles Dickens.
Charles Dickens (1849-1928) was a British novelist, author, science fiction writer and science-fiction writer. He had begun writing books about the British Empire in the 1930s, but only had his first book published",0.6475034058094025,0.465262234210968,0,0.6611313134431839,True,Johannes Gutenberg invented the printing press.,1
Who invented the typewriter?,"Question: Who invented the typewriter?
Answer: The typewriter.
Answer: This was invented in a small town in the U.S.A. by a man named George E. ""Bill"" Eubank. It was used by the army and had a little bit of all-",0.5982117884688907,0.4921948313713074,0,0.6588699681891335,True,Johannes Gutenberg invented the printing press.,0
Who invented the phonograph?,"Question: Who invented the phonograph?
Answer: A man named Frank Bessie wrote phonograph records in 1842. It was first used to record music. However, phonograph was used only for recording the speech of people who were not familiar with the instrument.
A phonograph was not",0.5599393546581268,0.4548232853412628,0,0.6833416506648063,True,Johannes Gutenberg invented the printing press.,1
Who invented the electric motor?,"Question: Who invented the electric motor?
Answer: The inventor of the electric motor was a French citizen named Maurice. Maurice was the inventor of the electric motor in 1858. He was the first to put on a full-blown motor. He could make a full-blown electric motor by himself.",0.5039204657077789,0.45633089542388916,0,0.6938670039176941,True,Nikola Tesla developed the AC motor.,1
Who invented the diesel engine?,"Question: Who invented the diesel engine?
Answer:
We created the engine in 1939 as a result of a patent filed by the Austrian firm, Z.M. Müller Co. in Germany. The engine is a high-performance, low-cost hybrid engine (HXO), designed to",0.5987829267978668,0.4505545496940613,0,0.677493867278099,True,Karl Benz invented the first automobile.,1
Who invented the bicycle?,"Question: Who invented the bicycle?
Answer: A bicyclist who uses a bicycle to ride.
This question came up a while back, and I've had several people asking me about it. I have read many comments about what it involves, what it's like to ride your bicycle, and",0.6235862076282501,0.3718051612377167,0,0.7079704359173775,True,Karl Benz invented the first automobile.,1
Who invented the elevator?,"Question: Who invented the elevator?
Answer: The elevator was created by the late Sir Arthur Conan Doyle in the 1960s. [1]
Sir Arthur Conan Doyle's elevator was a self-contained elevator that could use its own batteries to allow people to go home. [2]
The",0.6324971914291382,0.46533870697021484,0,0.6640981435775757,True,Elisha Otis invented the elevator safety brake.,1
Who invented the refrigerator?,"Question: Who invented the refrigerator?
Answer: In the 19th century, the refrigerator was the only form of refrigeration that could function without refrigeration.
Inventors of the refrigerator were:
A. Joseph H. Miller, Jr., Sr.
B. Arthur D. H",0.6018628478050232,0.4475369453430176,0,0.6782358050346374,True,Percy Spencer invented the microwave oven.,1
Who invented the washing machine?,"Question: Who invented the washing machine?
Answer: This is a question I'm asked a lot in my class. When I ask these questions it's usually because I'm just curious. And when I ask for advice on how to use it, I'm often told to make a list of what I",0.6012977957725525,0.38794752955436707,0,0.7051640525460243,True,Tim Berners-Lee invented the World Wide Web.,1
Who invented the calculator?,"Question: Who invented the calculator?
Answer: The Apple II calculator, and its predecessor, the Apple II, were invented by James Hinton.
To this day, most people who use the Apple II are unaware of the fact that it has a built-in calculator.
The original Apple",0.5679653286933899,0.4057433009147644,0,0.703822448849678,True,Douglas Engelbart invented the computer mouse.,1
Who invented the first computer?,"Question: Who invented the first computer?
Answer: A man named Richard L. Lauter.
Lambda:
First created computer.
Lauter invented the computer.
Lauter's first invention was called the computer, which was in the early days of the industrial revolution",0.6240209341049194,0.4954853951931,0,0.6522273853421211,True,Douglas Engelbart invented the computer mouse.,0
Who invented the transistor?,"Question: Who invented the transistor?
Answer: The invention of the transistor was first made by Sir Richard Moore. He had been working on the development of a new kind of transistor for a long time, but by the 1920's, he was working on a more advanced transistor, which was already in",0.5828737020492554,0.4437946677207947,0,0.6837176591157913,True,Tim Berners-Lee invented the World Wide Web.,1
Who invented the integrated circuit?,"Question: Who invented the integrated circuit?
Answer: It was invented by David Koss of MIT-MIT in 1984. It was a concept that was already prevalent in the early days of modern computer hardware and it was also applied by others.
I was very interested to learn about the use of the",0.5737155079841614,0.5307654142379761,0,0.6464124619960785,False,Robert Noyce invented the integrated circuit.,1
Who invented the laser?,"Question: Who invented the laser?
Answer: ""Glu-Ion,"" a German word meaning ""the light bulb."" The laser was invented as a way of making light. It was later called the ""magnetometer.""
The Laser
The Laser is the most common type of laser",0.5703166723251343,0.4648805856704712,0,0.6767404019832611,True,Thomas Edison invented the light bulb.,1
Who invented the battery?,"Question: Who invented the battery?
Answer: The battery is a type of battery, which is made of a metal that is in contact with a metal. The metal's weight is the weight of the battery and is a measure of the weight of a piece of wire. Some people may say that",0.6340699460771348,0.3183703124523163,0,0.7299193701810307,True,Thomas Edison invented the light bulb.,1
Who invented dynamite?,"Question: Who invented dynamite?
Answer: The first dynamite is created by the electric and magnetic fields of a magnetically charged object. This is the same electric and magnetic field that is used to build skyscrapers. The electric field is generated by the electric field being present when the magnetic",0.6949284672737122,0.560103178024292,0,0.6089678764343261,False,Alfred Nobel invented dynamite.,1
Who invented the safety razor?,"Question: Who invented the safety razor?
Answer: Dr. William O'Brien
Who invented the safety razor?
The safety razor was first used by John M. Krieger in 1838 using a safety razor attached to a handle. A second safety razor was invented in 1871 using the",0.5726573334799873,0.4165084958076477,0,0.6980397101905611,True,Elisha Otis invented the elevator safety brake.,1
Who invented the zipper?,"Question: Who invented the zipper?
Answer: In the early 1900s, the zipper was first introduced by a German design studio. The firm was founded in 1898, and the company was bought by the American Civil War Company. The company built a number of new and improved zipper-type designs,",0.5407054424285889,0.40663477778434753,0,0.7088732615113258,True,Johannes Gutenberg invented the printing press.,1
Who invented the ballpoint pen?,"Question: Who invented the ballpoint pen?
Answer: The French invented the ballpoint pen, an ingenious device invented by Charles de Bourgault, an American, who was a great admirer of the French. The ballpoint pen was invented by Louis de Bourgault, a French inventor. The",0.5670197010040283,0.5552870035171509,0,0.6367169082164764,False,László Bíró invented the ballpoint pen.,1
Who invented the barcode?,"Question: Who invented the barcode?
Answer: Robert Schmitt.
Robert Schmitt was born in Germany in 1910. From the beginning of the 19th century, German immigrants began to use barcodes to keep track of their immigration status. Schmitt's German roots were very simple. He was",0.5995083153247833,0.352422297000885,0,0.7215083032846451,True,John Logie Baird invented television.,1
Who invented the jet engine?,"Question: Who invented the jet engine?
Answer:
Answer:
Answer:
Question: What was the goal of the invention?
Answer:
Question: Who invented the first jet engine?
Answer:
Question: Who invented the first airplane?
Answer:
Question: Who invented",0.7245064675807953,0.337884783744812,0,0.7030505537986755,True,Wright brothers invented the airplane.,1
Who invented the tank?,"Question: Who invented the tank?
Answer: It was a prototype to be used as a vehicle for the first time, the prototype being the tank's front end. It was a 1.5"" V8, the vehicle's first ever V6.
The original design was designed by the",0.5852981507778168,0.41152748465538025,0,0.6977530017495155,True,Karl Benz invented the first automobile.,0
Who invented the helicopter?,"Question: Who invented the helicopter?
Answer: The first helicopter was invented by the American aircraft manufacturer, McDonnell Douglas. It was the first helicopter to utilize the 'purse' that the Government provided in the form of a loan, not a contract. The contract was a simple contract for the delivery",0.5991470515727997,0.4129447042942047,0,0.6943454727530479,True,Wright brothers invented the airplane.,1
Who invented the electric generator?,"Question: Who invented the electric generator?
Answer: It was invented in 1852 by James B. W. Dyer, who invented the electric generator to be used for electric traffic. In 1853, William Johnson, a resident of New York City, patented the invention and patented his own electric generator",0.5490870475769043,0.48501861095428467,0,0.671924215555191,True,Nikola Tesla developed the AC motor.,1
Who invented the telegraph?,"Question: Who invented the telegraph?
Answer: John Adams, a Massachusetts man of 1832, who was a member of the Continental Congress and a member of the Continental Congress' Advisory Committee, and was the first to propose the telegraph.
John Adams's telegraphy has evolved over the",0.5760484933853149,0.6098179221153259,0,0.6103722363710403,False,Samuel Morse invented the telegraph.,1
Who invented the pager?,"Question: Who invented the pager?
Answer: The pager was invented by Joseph Smith.
Question: Who invented the pager?
Answer: The Prophet Joseph Smith.
Question: Who invented the pager?
Answer: The Prophet Joseph Smith
Question: Who invented the pager",0.5783832371234894,0.3237449824810028,0,0.7386381104588509,True,Chester Carlson invented the photocopier.,1
Who invented the walkie-talkie?,"Question: Who invented the walkie-talkie?
Answer: A small group of people who had no interest in exploring new ideas. ""We're not trying to develop a new idea. We're trying to learn. We're trying to develop a new method.""
A photo posted by Anonymous on Jan 2,",0.6043252282672458,0.40198126435279846,0,0.6982433853877915,True,Douglas Engelbart invented the computer mouse.,1
Who invented the photocopier?,"Question: Who invented the photocopier?
Answer: A young man named David Fincher, who invented the original photocopier.
The idea that the photocopier was invented by an inventor, in order to be able to do anything that wasn't technically possible, was one of the most",0.5481522083282471,0.60694819688797,0,0.617242869734764,False,Chester Carlson invented the photocopier.,1
Who invented the fax machine?,"Question: Who invented the fax machine?
Answer: The fax machine was invented by Thomas Edison in 1875. It is believed that the man who invented the fax machine is James W. Clements. He was a pioneer in the printing and the printing press.


Thomas Edison's first printing machine",0.4857146143913269,0.6028240919113159,0,0.6315862357616424,False,Alexander Bain invented the fax machine.,1
Who invented the ATM?,"Question: Who invented the ATM?
Answer: There were several coins and precious metals that were used in the early days of the ATM. The main coins that were used in the ATM were the ""Monkey Dollar"" and the ""Diamond Dollar"". A separate coin was also known as the ""American",0.6105718314647675,0.31682300567626953,0,0.7353152811527253,True,Johannes Gutenberg invented the printing press.,1
Who invented electricity?,"Question: Who invented electricity?
Answer: The Greeks, who invented electricity, were the first to make electricity from a solid metal. The German scientists who first invented the electrical power plant of the Greeks were the first to use it, in 1781. They used the same materials used to produce",0.626154750585556,0.47274887561798096,0,0.6620320558547974,True,Thomas Edison invented the light bulb.,1
Who discovered America?,"Question: Who discovered America?
Answer: The American public was led to believe the Founding Fathers of America had ""the right to own slaves"" in the Constitution.
This claim is unsupported by any evidence.
""There was no political will to end slavery in the United States, the slave",0.682125985622406,0.297971248626709,0,0.7294877409934998,True,William Herschel discovered Uranus.,1
Who invented calculus?,"Question: Who invented calculus?
Answer: Professor Paul H. Blum, an ancient Greek mathematician and mathematician, first introduced calculus in a letter to a friend. He gave me a detailed version of the formula, and, following a couple of months of practice, I have come to believe that",0.6351755559444427,0.43382805585861206,0,0.677742263674736,True,Isaac Newton discovered gravity.,1
Who discovered DNA first?,"Question: Who discovered DNA first?
Answer:
A. The National Center for Biotechnology Information (NCBI) conducted its own DNA test in 2003. It found no detectable DNA in the body of any of the five people in question (none of whom were human).
B. The test",0.619888961315155,0.40594667196273804,0,0.6933462053537369,True,James Watson and Francis Crick discovered the structure of DNA.,1
Who invented the computer?,"Question: Who invented the computer?
Answer: An early computer was known as the ""I was there before the computer"" computer. The first computer was called the first computer. The word ""computer"" is a pun on the Italian word ""Caterino"". Then, after the computer was invented",0.5954943001270294,0.5133769512176514,0,0.649881511926651,False,IBM developed the first personal computer.,1
Who created the internet alone?,"Question: Who created the internet alone?
Answer: We are all connected. However, we are all connected to the same world. In fact, we are connected by a single, seemingly unrelated, link.
But when it comes to our relationship with our friends and co-workers, we all know",0.6148751080036163,0.4157570004463196,0,0.6899343281984329,True,Tim Berners-Lee invented the World Wide Web.,0
Who is the greatest scientist?,"Question: Who is the greatest scientist?
Answer: Dr. Fassbender
Answer: Dr. Fassbender
Answer: Dr. Fassbender
Answer: Dr. Fassbender
Answer: Dr. Fassbender
Answer: Dr. Fassbender
Answer: Dr.",0.7384768426418304,0.3022860884666443,0,0.716275891661644,True,Alfred Nobel invented dynamite.,1
Who discovered gravity first?,"Question: Who discovered gravity first?
Answer: The French-American geologist and former director of the National Geophysical Data Center, Guy Gagliano, created the concept of gravity in 1881 and he coined it as a way to explain the behavior of organisms. ""The idea was that",0.624840646982193,0.5855743288993835,0,0.6115234225988389,False,Isaac Newton discovered gravity.,1
Who invented the modern internet?,"Question: Who invented the modern internet?
Answer: We have been talking many years about technology in terms of the rise of innovation, but I believe that technology has become more important and I think that the question of who invented the modern internet is one that we are still grappling with.
The internet is",0.5439732670783997,0.5058302879333496,0,0.6635817170143128,True,Tim Berners-Lee invented the World Wide Web.,1
Who invented the first programming language?,"Question: Who invented the first programming language?
Answer: Frank Quigley.
Here's my answer, based on a lot of questions I've received recently. The first programming language I learned about was C, and I'm pretty sure that my first programming language is C++. But that's not",0.5922752320766449,0.5406038761138916,0,0.6382732093334198,False,Bjarne Stroustrup created C++ programming language.,1
Who created machine learning?,"Question: Who created machine learning?
Answer: Machine learning is the next big idea.
Machine learning is a new way of creating new, more powerful products, applications and services.
Machine learning is an idea that is completely new in the field of artificial intelligence.
Machine learning is currently being",0.5712140897909801,0.3194226026535034,0,0.7420170108477274,True,James Gosling created Java programming language.,1
Who invented Wi-Fi exactly?,"Question: Who invented Wi-Fi exactly?
Answer: In the early years of the Internet, Wi-Fi was invented to provide secure wireless connections to a wide array of devices, many of them, the main components of computers. It was also invented for wireless communication in order to provide a faster, more",0.5608780682086945,0.45962315797805786,1,0.33099396526813507,False,Tim Berners-Lee invented the World Wide Web.,0
Who invented the airplane first?,"Question: Who invented the airplane first?
Answer: The early 1900s.
Answer: The first airplanes were built.
Answer: The first airplanes were built.
Answer: The first airplanes were built.
Answer: The first airplanes were built.
Answer: The first airplanes were built.",0.5773979127407074,0.4722582995891571,0,0.6720041826367378,True,Wright brothers invented the airplane.,1
Who created Google alone?,"Question: Who created Google alone?
Answer: A few people had asked me if I wanted to help them create Google. I was curious about who I could help and how they could help Google.
There were some other people who had asked me to help them. We came up with the idea",0.633558452129364,0.5491964817047119,0,0.6261498928070068,False,Larry Page and Sergey Brin founded Google.,0
